id,group_random,group_random_dummy,Y0,Y1
1152,treatment,1,7,8.2
1153,treatment,1,3,6.2
1154,treatment,1,8,10
1155,control,0,5,7.2
1156,treatment,1,10,13.2
1157,treatment,1,7,9
1158,control,0,2,4
1159,control,0,2,5
1160,treatment,1,9,11
1161,control,0,3,4.2
1162,treatment,1,9,10
1163,treatment,1,8,10
1164,treatment,1,6,9
1165,control,0,10,13
1166,treatment,1,6,7.2
1167,control,0,11,13.2
1168,control,0,7,8
1169,control,0,6,7.2
1170,control,0,7,10
1171,treatment,1,10,12
1172,control,0,11,14.2
1173,control,0,5,6
1174,control,0,9,11.2
1175,treatment,1,9,10.2
1176,control,0,7,8
1177,treatment,1,9,12
1178,treatment,1,9,10
1179,control,0,8,10
1180,control,0,2,5
1181,treatment,1,9,10.2
1182,treatment,1,11,12.2
1183,treatment,1,1,2
1184,control,0,4,7
1185,control,0,7,10.2
1186,control,0,4,7.2
1187,treatment,1,4,6
1188,treatment,1,9,11.2
1189,control,0,4,7.2
1190,treatment,1,9,11.2
1191,control,0,1,3
1192,control,0,9,12
1193,treatment,1,5,6
1194,control,0,11,13.2
1195,treatment,1,4,6
1196,control,0,8,9.2
1197,treatment,1,5,8
1198,treatment,1,10,13.2
1199,control,0,4,6
1200,treatment,1,2,5.2
1201,control,0,3,5.2
1202,control,0,9,11
1203,control,0,7,10.2
1204,treatment,1,4,6
1205,control,0,8,9.2
1206,treatment,1,7,10
1207,control,0,3,4.2
1208,treatment,1,5,8.2
1209,control,0,10,13
1210,control,0,9,10
1211,treatment,1,1,2
1212,treatment,1,5,7
1213,control,0,7,9.2
1214,control,0,4,5.2
1215,control,0,6,8
1216,treatment,1,10,11.2
1217,control,0,2,5
1218,treatment,1,7,9
1219,treatment,1,10,12
1220,treatment,1,9,10.2
1221,control,0,10,13.2
1222,control,0,4,5
1223,control,0,6,8.2
1224,control,0,1,3
1225,treatment,1,11,14.2
1226,treatment,1,4,5.2
1227,treatment,1,7,10.2
1228,control,0,7,9.2
1229,control,0,9,12
1230,control,0,5,7.2
1231,control,0,8,9
1232,control,0,3,5
1233,treatment,1,9,10
1234,control,0,4,7
1235,control,0,10,13.2
1236,treatment,1,2,4.2
1237,treatment,1,10,13
1238,control,0,2,4
1239,control,0,8,9
1240,treatment,1,5,8.2
1241,treatment,1,3,4
1242,treatment,1,8,9.2
1243,treatment,1,7,9
1244,treatment,1,9,12.2
1245,control,0,6,7.2
1246,control,0,11,14.2
1247,treatment,1,3,6.2
1248,treatment,1,10,11
1249,treatment,1,5,7
1250,treatment,1,9,12
1251,treatment,1,5,8.2
1252,control,0,6,8.2
1253,control,0,9,10.2
1254,treatment,1,3,6
1255,treatment,1,5,8.2
1256,treatment,1,8,10.2
1257,control,0,3,4
1258,treatment,1,6,8.2
1259,control,0,7,8
1260,control,0,2,3
1261,treatment,1,9,12.2
1262,treatment,1,5,7
1263,treatment,1,5,8.2
1264,control,0,3,4
1265,treatment,1,5,6
1266,control,0,8,10
1267,control,0,6,8.2
1268,control,0,2,5.2
1269,treatment,1,11,14.2
1270,treatment,1,4,7
1271,treatment,1,3,5
1272,treatment,1,8,11.2
1273,control,0,7,8.2
1274,control,0,4,7
1275,treatment,1,11,14.2
1276,treatment,1,3,4.2
1277,control,0,2,5.2
1278,treatment,1,10,12.2
1279,control,0,7,8
1280,treatment,1,9,11
1281,control,0,8,10
1282,control,0,10,13
1283,treatment,1,5,7
1284,treatment,1,6,9
1285,control,0,2,4.2
1286,treatment,1,9,10.2
1287,treatment,1,5,7
1288,treatment,1,6,7.2
1289,control,0,7,9.2
1290,treatment,1,4,7.2
1291,treatment,1,8,9.2
1292,control,0,7,10.2
1293,treatment,1,8,10
1294,treatment,1,5,6
1295,control,0,3,6
1296,treatment,1,9,10.2
1297,control,0,7,10
1298,treatment,1,7,10.2
1299,control,0,6,8.2
1300,treatment,1,7,8.2
1301,treatment,1,5,6
1302,treatment,1,10,11
1303,treatment,1,8,10.2
1304,treatment,1,11,14.2
1305,treatment,1,1,3
1306,control,0,5,8
1307,control,0,3,6
1308,control,0,2,3
1309,treatment,1,2,5
1310,treatment,1,6,9.2
1311,treatment,1,9,12
1312,treatment,1,10,12.2
1313,treatment,1,7,9
1314,control,0,5,6
1315,control,0,3,6.2
1316,control,0,10,13.2
1317,treatment,1,4,7
1318,treatment,1,11,13.2
1319,control,0,7,8
1320,treatment,1,6,8.2
1321,treatment,1,6,7
1322,treatment,1,8,9
1323,control,0,8,10.2
1324,control,0,4,7
1325,control,0,10,12
1326,treatment,1,8,10
1327,control,0,7,8
1328,treatment,1,6,7
1329,control,0,7,9
1330,treatment,1,10,12.2
1331,treatment,1,6,7.2
1332,control,0,11,14.2
1333,treatment,1,8,10
1334,control,0,9,11
1335,control,0,1,4
1336,treatment,1,1,3
1337,control,0,9,11.2
1338,treatment,1,5,8
1339,control,0,3,5.2
1340,treatment,1,1,2
1341,control,0,4,5
1342,control,0,5,6.2
1343,treatment,1,8,10
1344,control,0,7,10
1345,treatment,1,8,11
1346,control,0,2,4.2
1347,treatment,1,2,5.2
1348,treatment,1,3,6.2
1349,treatment,1,7,8
1350,control,0,9,11.2
1351,control,0,2,4.2
1352,control,0,6,7.2
1353,treatment,1,8,11.2
1354,control,0,1,3
1355,control,0,9,11
1356,treatment,1,7,8.2
1357,treatment,1,2,4
1358,control,0,11,12.2
1359,control,0,5,7.2
1360,control,0,2,5.2
1361,treatment,1,8,11.2
1362,treatment,1,9,12.2
1363,treatment,1,10,12.2
1364,treatment,1,3,4
1365,control,0,9,10
1366,control,0,7,9
1367,treatment,1,6,9.2
1368,control,0,5,7.2
1369,treatment,1,6,8
1370,control,0,1,2
1371,treatment,1,5,6
1372,control,0,2,4.2
1373,control,0,6,9
1374,control,0,6,8
1375,treatment,1,3,4
1376,treatment,1,3,6
1377,treatment,1,9,11
1378,control,0,9,11
1379,treatment,1,7,9
1380,control,0,8,9.2
1381,control,0,5,8
1382,control,0,9,11
1383,control,0,7,9
1384,treatment,1,11,12.2
1385,treatment,1,6,7.2
1386,control,0,7,8.2
1387,treatment,1,1,2
1388,treatment,1,7,9.2
1389,treatment,1,2,3.2
1390,control,0,5,7
1391,treatment,1,11,12.2
1392,treatment,1,9,10.2
1393,treatment,1,3,5.2
1394,treatment,1,1,3
1395,treatment,1,4,6.2
1396,treatment,1,6,9
1397,control,0,9,11.2
1398,treatment,1,3,6
1399,control,0,8,11
1400,control,0,2,5
1401,control,0,8,10.2
1402,control,0,3,5
1403,control,0,7,9
1404,control,0,9,11.2
1405,treatment,1,2,3.2
1406,control,0,2,4.2
1407,treatment,1,2,3
1408,treatment,1,10,13
1409,treatment,1,4,5.2
1410,control,0,2,4.2
1411,treatment,1,4,6.2
1412,treatment,1,5,8
1413,treatment,1,9,11
1414,treatment,1,1,3
1415,control,0,8,11.2
1416,treatment,1,7,10
1417,control,0,6,8
1418,control,0,9,11.2
1419,treatment,1,8,11.2
1420,control,0,3,6.2
1421,control,0,4,6.2
1422,treatment,1,4,5.2
1423,control,0,5,7
1424,treatment,1,8,9.2
1425,treatment,1,5,7
1426,treatment,1,9,11
1427,control,0,8,11.2
1428,control,0,2,3.2
1429,control,0,10,13.2
1430,treatment,1,7,9.2
1431,treatment,1,4,7
1432,control,0,2,4
1433,treatment,1,9,12.2
1434,control,0,7,8
1435,treatment,1,3,6
1436,control,0,9,10
1437,treatment,1,6,8.2
1438,treatment,1,9,10
1439,treatment,1,9,10.2
1440,control,0,8,9
1441,treatment,1,9,11
1442,control,0,6,9.2
1443,treatment,1,5,8
1444,treatment,1,2,4
1445,control,0,3,5.2
1446,treatment,1,6,8.2
1447,treatment,1,9,10.2
1448,control,0,9,10
1449,control,0,7,9.2
1450,treatment,1,7,8.2
1451,control,0,4,6
1452,treatment,1,11,12.2
1453,treatment,1,9,10.2
1454,treatment,1,4,5.2
1455,control,0,2,5
1456,control,0,4,7
1457,treatment,1,10,13
1458,control,0,2,4
1459,treatment,1,5,8
1460,treatment,1,7,9.2
1461,treatment,1,6,8.2
1462,control,0,7,10.2
1463,control,0,4,6
1464,treatment,1,8,9.2
1465,control,0,9,12.2
1466,control,0,6,7
1467,treatment,1,10,13.2
1468,control,0,6,9
1469,control,0,11,14.2
1470,treatment,1,2,3.2
1471,treatment,1,10,11.2
1472,control,0,3,5.2
1473,treatment,1,10,11
1474,control,0,5,8
1475,treatment,1,2,4.2
1476,treatment,1,9,10
1477,treatment,1,5,8
1478,treatment,1,8,11
1479,control,0,11,13.2
1480,control,0,2,5.2
1481,treatment,1,4,7
1482,treatment,1,10,13
1483,treatment,1,2,3
1484,control,0,6,8
1485,control,0,9,10.2
1486,control,0,7,8
1487,treatment,1,8,10
1488,treatment,1,4,7.2
1489,treatment,1,4,5.2
1490,treatment,1,9,12.2
1491,treatment,1,8,9.2
1492,control,0,3,4
1493,treatment,1,2,5
1494,treatment,1,6,7
1495,treatment,1,6,8
1496,treatment,1,8,11.2
1497,control,0,5,8.2
1498,treatment,1,8,10
1499,control,0,8,9.2
1500,control,0,3,6.2
1501,control,0,2,4.2
1502,treatment,1,9,10.2
1503,control,0,2,3
1504,treatment,1,11,12.2
1505,treatment,1,3,6.2
1506,control,0,2,5
1507,control,0,7,8
1508,control,0,8,11
1509,control,0,4,5.2
1510,treatment,1,2,3
1511,treatment,1,6,9
1512,control,0,10,11
1513,treatment,1,3,6.2
1514,treatment,1,6,7.2
1515,treatment,1,6,7.2
1516,treatment,1,2,5.2
1517,treatment,1,8,10.2
1518,treatment,1,9,12.2
1519,control,0,9,12
1520,control,0,7,9
1521,control,0,6,7
1522,treatment,1,2,4.2
1523,control,0,8,10
1524,treatment,1,7,8.2
1525,treatment,1,7,9
1526,control,0,2,5.2
1527,treatment,1,4,5
1528,control,0,5,6
1529,control,0,9,11
1530,control,0,1,4
1531,treatment,1,3,5.2
1532,treatment,1,1,4
1533,treatment,1,4,6.2
1534,control,0,6,9.2
1535,control,0,8,10.2
1536,treatment,1,4,7
1537,treatment,1,10,12.2
1538,treatment,1,8,10.2
1539,treatment,1,2,3
1540,control,0,5,7.2
1541,treatment,1,8,9.2
1542,control,0,6,7.2
1543,control,0,4,7.2
1544,treatment,1,9,11
1545,control,0,10,11.2
1546,control,0,10,11.2
1547,treatment,1,3,6.2
1548,control,0,2,3
1549,control,0,8,10
1550,control,0,5,8
1551,treatment,1,4,5
1552,control,0,2,4.2
1553,treatment,1,9,10.2
1554,control,0,3,6.2
1555,treatment,1,2,3.2
1556,treatment,1,11,14.2
1557,control,0,7,10.2
1558,control,0,9,10.2
1559,control,0,1,3
1560,treatment,1,9,10.2
1561,control,0,2,5.2
1562,treatment,1,6,9.2
1563,control,0,1,2
1564,control,0,11,14.2
1565,control,0,10,11
1566,control,0,9,12.2
1567,control,0,4,6.2
1568,treatment,1,2,3.2
1569,treatment,1,2,3.2
1570,treatment,1,1,4
1571,control,0,10,13.2
1572,control,0,5,7.2
1573,control,0,3,5.2
1574,control,0,10,13.2
1575,treatment,1,11,12.2
1576,treatment,1,3,4.2
1577,control,0,5,6.2
1578,control,0,10,13.2
1579,treatment,1,3,5
1580,control,0,1,2
1581,control,0,5,7.2
1582,control,0,7,9
1583,control,0,6,9
1584,treatment,1,8,10
1585,control,0,2,4.2
1586,control,0,9,10
1587,control,0,8,11.2
1588,treatment,1,9,10
1589,treatment,1,4,6
1590,treatment,1,10,11
1591,control,0,9,12.2
1592,treatment,1,9,10
1593,treatment,1,3,6.2
1594,treatment,1,4,5.2
1595,control,0,10,13
1596,treatment,1,9,11.2
1597,treatment,1,9,12.2
1598,control,0,4,6.2
1599,control,0,8,9.2
1600,treatment,1,9,12.2
1601,treatment,1,10,11
1602,control,0,3,4.2
1603,control,0,4,7.2
1604,treatment,1,11,14.2
1605,treatment,1,3,6
1606,control,0,8,9.2
1607,control,0,1,2
1608,treatment,1,11,14.2
1609,control,0,6,8
1610,control,0,10,11.2
1611,control,0,8,9
1612,treatment,1,8,9
1613,control,0,9,12.2
1614,treatment,1,11,13.2
1615,control,0,6,9
1616,treatment,1,7,8.2
1617,treatment,1,3,5
1618,treatment,1,6,8.2
1619,control,0,9,10.2
1620,treatment,1,11,12.2
1621,treatment,1,11,13.2
1622,control,0,1,2
1623,treatment,1,5,6.2
1624,control,0,5,6
1625,control,0,3,5.2
1626,treatment,1,2,5.2
1627,treatment,1,3,5.2
1628,control,0,7,10.2
1629,control,0,2,5.2
1630,control,0,9,12.2
1631,treatment,1,8,10
1632,treatment,1,9,11
1633,treatment,1,2,4.2
1634,treatment,1,5,8.2
1635,treatment,1,9,10
1636,control,0,10,11.2
1637,treatment,1,1,3
1638,treatment,1,6,7
1639,treatment,1,11,13.2
1640,control,0,10,13
1641,control,0,9,10.2
1642,treatment,1,6,7
1643,treatment,1,2,3.2
1644,control,0,6,7
1645,treatment,1,7,9
1646,control,0,8,11
1647,control,0,9,12
1648,control,0,8,10
1649,control,0,5,6.2
1650,control,0,5,8
1651,control,0,3,5.2
1652,treatment,1,4,6
1653,control,0,5,7.2
1654,control,0,11,14.2
1655,control,0,8,10
1656,treatment,1,6,9.2
1657,control,0,4,5
1658,treatment,1,9,10
1659,control,0,10,11.2
1660,control,0,9,12
1661,control,0,9,11
1662,control,0,3,4
1663,control,0,6,9
1664,treatment,1,10,12
1665,treatment,1,3,5.2
1666,control,0,3,5.2
1667,treatment,1,4,7.2
1668,treatment,1,8,10
1669,treatment,1,1,4
1670,treatment,1,7,9.2
1671,control,0,4,5.2
1672,treatment,1,2,3.2
1673,treatment,1,1,3
1674,treatment,1,9,12
1675,treatment,1,11,12.2
1676,treatment,1,8,10
1677,control,0,8,11
1678,control,0,11,12.2
1679,control,0,5,6.2
1680,control,0,11,14.2
1681,treatment,1,8,9
1682,control,0,4,5.2
1683,treatment,1,5,7.2
1684,control,0,5,8.2
1685,treatment,1,11,13.2
1686,control,0,7,9
1687,treatment,1,5,7
1688,control,0,3,6
1689,control,0,2,5.2
1690,treatment,1,3,5.2
1691,control,0,6,7.2
1692,treatment,1,7,9.2
1693,control,0,10,12.2
1694,control,0,4,7
1695,treatment,1,7,8.2
1696,treatment,1,10,12
1697,treatment,1,8,11
1698,treatment,1,5,6.2
1699,treatment,1,2,5.2
1700,control,0,9,11.2
1701,control,0,3,4.2
1702,control,0,6,9
1703,treatment,1,6,9
1704,control,0,9,12.2
1705,treatment,1,1,2
1706,control,0,11,13.2
1707,treatment,1,1,3
1708,control,0,8,9
1709,control,0,8,10.2
1710,control,0,8,11.2
1711,control,0,7,8
1712,control,0,7,8.2
1713,control,0,5,6.2
1714,control,0,7,9.2
1715,control,0,7,9
1716,treatment,1,9,10
1717,control,0,11,13.2
1718,treatment,1,7,8
1719,control,0,3,5.2
1720,control,0,5,6.2
1721,control,0,6,7
1722,treatment,1,7,9.2
1723,control,0,1,3
1724,control,0,1,2
1725,treatment,1,2,4.2
1726,treatment,1,3,4.2
1727,control,0,11,13.2
1728,control,0,5,7.2
1729,treatment,1,2,5.2
1730,treatment,1,7,9.2
1731,treatment,1,1,2
1732,treatment,1,6,7
1733,treatment,1,8,9.2
1734,control,0,11,12.2
1735,control,0,8,9
1736,control,0,4,5
1737,control,0,3,4
1738,control,0,9,11.2
1739,treatment,1,4,5
1740,control,0,7,9
1741,control,0,4,7
1742,control,0,5,6
1743,control,0,4,5
1744,treatment,1,2,5.2
1745,treatment,1,3,6
1746,treatment,1,9,12.2
1747,treatment,1,5,8.2
1748,control,0,7,9.2
1749,treatment,1,8,11.2
1750,control,0,9,10
1751,control,0,9,10
1752,control,0,7,8.2
1753,control,0,5,6.2
1754,treatment,1,7,8
1755,control,0,10,11
1756,treatment,1,3,4.2
1757,control,0,9,10.2
1758,control,0,10,13.2
1759,treatment,1,2,5
1760,control,0,1,2
1761,treatment,1,8,11
1762,control,0,7,9.2
1763,treatment,1,9,10.2
1764,treatment,1,11,14.2
1765,treatment,1,6,9
1766,control,0,3,6.2
1767,treatment,1,4,5
1768,control,0,5,7.2
1769,treatment,1,10,12.2
1770,treatment,1,2,5
1771,control,0,8,10.2
1772,treatment,1,2,3
1773,control,0,11,13.2
1774,control,0,4,6.2
1775,control,0,10,11
1776,treatment,1,3,6.2
1777,control,0,2,3
1778,control,0,7,10
1779,treatment,1,11,13.2
1780,treatment,1,9,11
1781,control,0,4,6.2
1782,control,0,5,6
1783,treatment,1,6,8
1784,treatment,1,3,5.2
1785,treatment,1,5,7.2
1786,control,0,11,12.2
1787,treatment,1,4,5.2
1788,control,0,9,12.2
1789,treatment,1,9,11
1790,treatment,1,8,9
1791,treatment,1,6,9
1792,control,0,4,6.2
1793,control,0,4,6
1794,control,0,9,12
1795,treatment,1,2,4.2
1796,control,0,8,9.2
1797,control,0,2,3.2
1798,treatment,1,4,7.2
1799,control,0,10,11.2
1800,treatment,1,6,9
1801,treatment,1,6,9
1802,control,0,8,9.2
1803,treatment,1,5,6.2
1804,control,0,10,11
1805,control,0,1,4
1806,control,0,11,13.2
1807,control,0,2,3.2
1808,treatment,1,4,5.2
1809,treatment,1,4,5
1810,treatment,1,6,8
1811,control,0,11,12.2
1812,treatment,1,2,4.2
1813,treatment,1,5,6
1814,control,0,7,10
1815,treatment,1,5,8
1816,control,0,7,10
1817,control,0,5,8
1818,control,0,2,3.2
1819,control,0,2,3
1820,treatment,1,7,9
1821,treatment,1,6,8
1822,treatment,1,2,4
1823,control,0,2,5.2
1824,treatment,1,3,6
1825,treatment,1,9,10.2
1826,control,0,10,11
1827,treatment,1,3,4.2
1828,control,0,4,6
1829,control,0,8,11.2
1830,control,0,10,13
1831,treatment,1,2,4
1832,control,0,8,10
1833,treatment,1,9,10.2
1834,treatment,1,6,7
1835,treatment,1,8,9
1836,treatment,1,8,10.2
1837,control,0,8,9.2
1838,treatment,1,7,10
1839,treatment,1,1,3
1840,control,0,4,7
1841,treatment,1,4,5.2
1842,treatment,1,1,3
1843,control,0,4,5
1844,treatment,1,2,3
1845,treatment,1,5,6.2
1846,control,0,3,5
1847,treatment,1,2,3
1848,control,0,4,7
1849,treatment,1,4,5.2
1850,treatment,1,10,11
1851,control,0,4,6
1852,control,0,5,8
1853,control,0,2,4.2
1854,control,0,7,8
1855,control,0,8,10
1856,control,0,5,6.2
1857,treatment,1,5,6
1858,treatment,1,1,4
1859,control,0,3,4
1860,control,0,1,3
1861,treatment,1,9,10.2
1862,control,0,10,12
1863,treatment,1,10,11
1864,control,0,2,5.2
1865,control,0,10,13.2
1866,control,0,3,4.2
1867,control,0,9,12
1868,control,0,6,8
1869,control,0,10,13.2
1870,treatment,1,11,12.2
1871,treatment,1,7,10.2
1872,control,0,3,4
1873,control,0,1,3
1874,control,0,2,3.2
1875,treatment,1,2,5.2
1876,treatment,1,4,7.2
1877,treatment,1,8,11.2
1878,treatment,1,9,10.2
1879,treatment,1,9,11.2
1880,treatment,1,9,11
1881,control,0,10,11
1882,control,0,8,11.2
1883,control,0,9,11
1884,control,0,9,10.2
1885,control,0,5,6
1886,treatment,1,9,10
1887,treatment,1,2,3.2
1888,treatment,1,5,7
1889,control,0,9,10
1890,treatment,1,2,4
1891,treatment,1,9,10.2
1892,control,0,5,7.2
1893,treatment,1,7,9
1894,treatment,1,4,6
1895,control,0,9,12.2
1896,control,0,8,11.2
1897,treatment,1,6,7
1898,control,0,9,12
1899,control,0,4,6.2
1900,control,0,9,10
1901,control,0,10,13.2
1902,control,0,3,4
1903,control,0,6,8
1904,control,0,9,10.2
1905,treatment,1,7,9
1906,control,0,10,13
1907,control,0,5,6
1908,treatment,1,9,12.2
1909,control,0,9,10
1910,control,0,6,7.2
1911,control,0,5,8.2
1912,treatment,1,3,4
1913,control,0,2,4
1914,control,0,5,7
1915,control,0,9,11
1916,treatment,1,3,5
1917,control,0,10,12
1918,control,0,2,4
1919,treatment,1,11,12.2
1920,control,0,1,4
1921,control,0,3,5.2
1922,control,0,6,8.2
1923,control,0,6,8.2
1924,treatment,1,2,5.2
1925,control,0,8,9.2
1926,control,0,4,7
1927,control,0,9,10
1928,treatment,1,7,9.2
1929,control,0,11,13.2
1930,control,0,6,7.2
1931,treatment,1,8,11.2
1932,control,0,8,10.2
1933,treatment,1,5,7
1934,control,0,8,11.2
1935,treatment,1,5,6.2
1936,treatment,1,7,9
1937,control,0,7,10
1938,treatment,1,6,8
1939,treatment,1,11,13.2
1940,treatment,1,8,9
1941,control,0,11,13.2
1942,control,0,4,5.2
1943,treatment,1,3,6
1944,control,0,6,7.2
1945,control,0,7,8
1946,treatment,1,3,6
1947,treatment,1,3,4
1948,treatment,1,6,8
1949,control,0,5,8
1950,treatment,1,6,7.2
1951,control,0,2,3
1952,control,0,2,4.2
1953,treatment,1,5,7
1954,control,0,2,5.2
1955,treatment,1,2,4.2
1956,control,0,8,10
1957,treatment,1,9,11.2
1958,control,0,9,11.2
1959,control,0,6,8.2
1960,control,0,10,12.2
1961,treatment,1,4,6
1962,treatment,1,5,6.2
1963,treatment,1,9,12
1964,control,0,10,13.2
1965,treatment,1,2,5
1966,control,0,5,7
1967,control,0,9,11.2
1968,control,0,8,10.2
1969,control,0,2,5
1970,control,0,10,12
1971,control,0,5,8.2
1972,treatment,1,2,5
1973,control,0,5,7.2
1974,control,0,11,14.2
1975,treatment,1,11,12.2
1976,treatment,1,3,5
1977,control,0,11,12.2
1978,control,0,7,9
1979,treatment,1,6,7.2
1980,control,0,10,11.2
1981,treatment,1,6,9.2
1982,treatment,1,2,4
1983,control,0,7,9.2
1984,treatment,1,3,4
1985,control,0,11,12.2
1986,control,0,4,7
1987,treatment,1,2,4
1988,treatment,1,5,6.2
1989,control,0,6,9
1990,control,0,6,7
1991,control,0,2,5.2
1992,control,0,5,8
1993,control,0,3,4.2
1994,control,0,10,13
1995,control,0,3,5.2
1996,control,0,2,3.2
1997,control,0,8,10.2
1998,treatment,1,4,7.2
1999,treatment,1,6,7.2
2000,treatment,1,2,4
2001,control,0,10,13.2
2002,control,0,3,6.2
2003,treatment,1,4,6.2
2004,control,0,6,7.2
2005,treatment,1,5,8.2
2006,treatment,1,5,7
2007,control,0,1,2
2008,treatment,1,8,10
2009,treatment,1,9,10.2
2010,treatment,1,1,2
2011,control,0,9,10.2
2012,treatment,1,1,3
2013,control,0,10,11.2
2014,control,0,1,3
2015,control,0,3,6
2016,control,0,9,11.2
2017,treatment,1,7,10.2
2018,treatment,1,4,7.2
2019,control,0,10,13
2020,control,0,9,11.2
2021,control,0,6,8
2022,control,0,5,8
2023,control,0,3,6.2
2024,control,0,4,7.2
2025,control,0,3,6.2
2026,control,0,9,10
2027,control,0,3,6.2
2028,treatment,1,6,9.2
2029,treatment,1,10,13
2030,treatment,1,10,13.2
2031,control,0,4,7
2032,treatment,1,3,5
2033,treatment,1,1,2
2034,treatment,1,8,11.2
2035,control,0,2,5.2
2036,control,0,11,14.2
2037,control,0,10,13
2038,control,0,7,8
2039,control,0,7,9.2
2040,control,0,2,3
2041,treatment,1,7,8
2042,treatment,1,6,9
2043,control,0,8,9
2044,control,0,6,8
2045,treatment,1,3,5
2046,treatment,1,11,13.2
2047,treatment,1,2,3
2048,control,0,3,4
2049,treatment,1,10,12
2050,treatment,1,6,8
2051,control,0,4,5
2052,treatment,1,6,8.2
2053,control,0,3,6
2054,treatment,1,6,9.2
2055,treatment,1,5,8
2056,control,0,8,9.2
2057,control,0,3,5.2
2058,treatment,1,6,8
2059,treatment,1,7,8.2
2060,control,0,2,4
2061,control,0,4,5
2062,control,0,7,10.2
2063,control,0,7,8
2064,control,0,9,12
2065,treatment,1,4,7
2066,control,0,3,6
2067,control,0,6,8
2068,treatment,1,7,9.2
2069,control,0,2,4
2070,control,0,10,12.2
2071,treatment,1,6,8.2
2072,treatment,1,5,8
2073,treatment,1,8,10.2
2074,control,0,2,3.2
2075,treatment,1,4,7
2076,control,0,10,12
2077,treatment,1,1,2
2078,control,0,6,8.2
2079,treatment,1,3,6
2080,treatment,1,8,9
2081,control,0,2,4
2082,control,0,9,12.2
2083,control,0,8,10
2084,control,0,6,8
2085,treatment,1,10,13
2086,treatment,1,5,8
2087,control,0,7,8.2
2088,control,0,1,4
2089,control,0,9,11
2090,control,0,3,4.2
2091,treatment,1,8,9.2
2092,treatment,1,4,5
2093,control,0,1,4
2094,treatment,1,4,5.2
2095,control,0,6,7.2
2096,treatment,1,6,8.2
2097,treatment,1,4,5
2098,control,0,8,10.2
2099,treatment,1,6,8
2100,control,0,5,8.2
2101,control,0,6,7
2102,control,0,5,7
2103,treatment,1,8,9
2104,control,0,7,10
2105,treatment,1,4,5.2
2106,treatment,1,2,5.2
2107,treatment,1,2,5.2
2108,treatment,1,6,9
2109,control,0,7,8
2110,treatment,1,4,7.2
2111,control,0,11,14.2
2112,treatment,1,1,2
2113,control,0,7,10
2114,treatment,1,4,6
2115,control,0,6,7
2116,treatment,1,10,12
2117,control,0,1,4
2118,control,0,8,9
2119,treatment,1,3,4.2
2120,treatment,1,7,8.2
2121,control,0,3,6
2122,control,0,5,8.2
2123,treatment,1,4,5.2
2124,treatment,1,2,5.2
2125,control,0,10,13.2
2126,treatment,1,6,7
2127,treatment,1,5,7.2
2128,control,0,9,11.2
2129,control,0,10,13
2130,treatment,1,9,12
2131,control,0,9,10
2132,control,0,9,10
2133,control,0,10,11.2
2134,treatment,1,9,11
2135,control,0,2,3.2
2136,control,0,2,3.2
2137,treatment,1,4,7
2138,control,0,10,13.2
2139,control,0,2,4
2140,treatment,1,8,11.2
2141,control,0,7,9.2
2142,control,0,8,10.2
2143,treatment,1,10,13.2
2144,treatment,1,8,11.2
2145,control,0,2,5.2
2146,control,0,7,9
