id,group,group_dummy,Y0,Y1
1152,treatment,1,7,8.2
1153,treatment,1,3,6.2
1154,control,0,8,10
1155,treatment,1,5,7.2
1156,treatment,1,10,13.2
1157,control,0,7,9
1158,control,0,2,4
1159,control,0,2,5
1160,control,0,9,11
1161,treatment,1,3,4.2
1162,control,0,9,10
1163,control,0,8,10
1164,control,0,6,9
1165,control,0,10,13
1166,treatment,1,6,7.2
1167,treatment,1,11,13.2
1168,control,0,7,8
1169,treatment,1,6,7.2
1170,control,0,7,10
1171,control,0,10,12
1172,treatment,1,11,14.2
1173,control,0,5,6
1174,treatment,1,9,11.2
1175,treatment,1,9,10.2
1176,control,0,7,8
1177,control,0,9,12
1178,control,0,9,10
1179,control,0,8,10
1180,control,0,2,5
1181,treatment,1,9,10.2
1182,treatment,1,11,12.2
1183,control,0,1,2
1184,control,0,4,7
1185,treatment,1,7,10.2
1186,treatment,1,4,7.2
1187,control,0,4,6
1188,treatment,1,9,11.2
1189,treatment,1,4,7.2
1190,treatment,1,9,11.2
1191,control,0,1,3
1192,control,0,9,12
1193,control,0,5,6
1194,treatment,1,11,13.2
1195,control,0,4,6
1196,treatment,1,8,9.2
1197,control,0,5,8
1198,treatment,1,10,13.2
1199,control,0,4,6
1200,treatment,1,2,5.2
1201,treatment,1,3,5.2
1202,control,0,9,11
1203,treatment,1,7,10.2
1204,control,0,4,6
1205,treatment,1,8,9.2
1206,control,0,7,10
1207,treatment,1,3,4.2
1208,treatment,1,5,8.2
1209,control,0,10,13
1210,control,0,9,10
1211,control,0,1,2
1212,control,0,5,7
1213,treatment,1,7,9.2
1214,treatment,1,4,5.2
1215,control,0,6,8
1216,treatment,1,10,11.2
1217,control,0,2,5
1218,control,0,7,9
1219,control,0,10,12
1220,treatment,1,9,10.2
1221,treatment,1,10,13.2
1222,control,0,4,5
1223,treatment,1,6,8.2
1224,control,0,1,3
1225,treatment,1,11,14.2
1226,treatment,1,4,5.2
1227,treatment,1,7,10.2
1228,treatment,1,7,9.2
1229,control,0,9,12
1230,treatment,1,5,7.2
1231,control,0,8,9
1232,control,0,3,5
1233,control,0,9,10
1234,control,0,4,7
1235,treatment,1,10,13.2
1236,treatment,1,2,4.2
1237,control,0,10,13
1238,control,0,2,4
1239,control,0,8,9
1240,treatment,1,5,8.2
1241,control,0,3,4
1242,treatment,1,8,9.2
1243,control,0,7,9
1244,treatment,1,9,12.2
1245,treatment,1,6,7.2
1246,treatment,1,11,14.2
1247,treatment,1,3,6.2
1248,control,0,10,11
1249,control,0,5,7
1250,control,0,9,12
1251,treatment,1,5,8.2
1252,treatment,1,6,8.2
1253,treatment,1,9,10.2
1254,control,0,3,6
1255,treatment,1,5,8.2
1256,treatment,1,8,10.2
1257,control,0,3,4
1258,treatment,1,6,8.2
1259,control,0,7,8
1260,control,0,2,3
1261,treatment,1,9,12.2
1262,control,0,5,7
1263,treatment,1,5,8.2
1264,control,0,3,4
1265,control,0,5,6
1266,control,0,8,10
1267,treatment,1,6,8.2
1268,treatment,1,2,5.2
1269,treatment,1,11,14.2
1270,control,0,4,7
1271,control,0,3,5
1272,treatment,1,8,11.2
1273,treatment,1,7,8.2
1274,control,0,4,7
1275,treatment,1,11,14.2
1276,treatment,1,3,4.2
1277,treatment,1,2,5.2
1278,treatment,1,10,12.2
1279,control,0,7,8
1280,control,0,9,11
1281,control,0,8,10
1282,control,0,10,13
1283,control,0,5,7
1284,control,0,6,9
1285,treatment,1,2,4.2
1286,treatment,1,9,10.2
1287,control,0,5,7
1288,treatment,1,6,7.2
1289,treatment,1,7,9.2
1290,treatment,1,4,7.2
1291,treatment,1,8,9.2
1292,treatment,1,7,10.2
1293,control,0,8,10
1294,control,0,5,6
1295,control,0,3,6
1296,treatment,1,9,10.2
1297,control,0,7,10
1298,treatment,1,7,10.2
1299,treatment,1,6,8.2
1300,treatment,1,7,8.2
1301,control,0,5,6
1302,control,0,10,11
1303,treatment,1,8,10.2
1304,treatment,1,11,14.2
1305,control,0,1,3
1306,control,0,5,8
1307,control,0,3,6
1308,control,0,2,3
1309,control,0,2,5
1310,treatment,1,6,9.2
1311,control,0,9,12
1312,treatment,1,10,12.2
1313,control,0,7,9
1314,control,0,5,6
1315,treatment,1,3,6.2
1316,treatment,1,10,13.2
1317,control,0,4,7
1318,treatment,1,11,13.2
1319,control,0,7,8
1320,treatment,1,6,8.2
1321,control,0,6,7
1322,control,0,8,9
1323,treatment,1,8,10.2
1324,control,0,4,7
1325,control,0,10,12
1326,control,0,8,10
1327,control,0,7,8
1328,control,0,6,7
1329,control,0,7,9
1330,treatment,1,10,12.2
1331,treatment,1,6,7.2
1332,treatment,1,11,14.2
1333,control,0,8,10
1334,control,0,9,11
1335,control,0,1,4
1336,control,0,1,3
1337,treatment,1,9,11.2
1338,control,0,5,8
1339,treatment,1,3,5.2
1340,control,0,1,2
1341,control,0,4,5
1342,treatment,1,5,6.2
1343,control,0,8,10
1344,control,0,7,10
1345,control,0,8,11
1346,treatment,1,2,4.2
1347,treatment,1,2,5.2
1348,treatment,1,3,6.2
1349,control,0,7,8
1350,treatment,1,9,11.2
1351,treatment,1,2,4.2
1352,treatment,1,6,7.2
1353,treatment,1,8,11.2
1354,control,0,1,3
1355,control,0,9,11
1356,treatment,1,7,8.2
1357,control,0,2,4
1358,treatment,1,11,12.2
1359,treatment,1,5,7.2
1360,treatment,1,2,5.2
1361,treatment,1,8,11.2
1362,treatment,1,9,12.2
1363,treatment,1,10,12.2
1364,control,0,3,4
1365,control,0,9,10
1366,control,0,7,9
1367,treatment,1,6,9.2
1368,treatment,1,5,7.2
1369,control,0,6,8
1370,control,0,1,2
1371,control,0,5,6
1372,treatment,1,2,4.2
1373,control,0,6,9
1374,control,0,6,8
1375,control,0,3,4
1376,control,0,3,6
1377,control,0,9,11
1378,control,0,9,11
1379,control,0,7,9
1380,treatment,1,8,9.2
1381,control,0,5,8
1382,control,0,9,11
1383,control,0,7,9
1384,treatment,1,11,12.2
1385,treatment,1,6,7.2
1386,treatment,1,7,8.2
1387,control,0,1,2
1388,treatment,1,7,9.2
1389,treatment,1,2,3.2
1390,control,0,5,7
1391,treatment,1,11,12.2
1392,treatment,1,9,10.2
1393,treatment,1,3,5.2
1394,control,0,1,3
1395,treatment,1,4,6.2
1396,control,0,6,9
1397,treatment,1,9,11.2
1398,control,0,3,6
1399,control,0,8,11
1400,control,0,2,5
1401,treatment,1,8,10.2
1402,control,0,3,5
1403,control,0,7,9
1404,treatment,1,9,11.2
1405,treatment,1,2,3.2
1406,treatment,1,2,4.2
1407,control,0,2,3
1408,control,0,10,13
1409,treatment,1,4,5.2
1410,treatment,1,2,4.2
1411,treatment,1,4,6.2
1412,control,0,5,8
1413,control,0,9,11
1414,control,0,1,3
1415,treatment,1,8,11.2
1416,control,0,7,10
1417,control,0,6,8
1418,treatment,1,9,11.2
1419,treatment,1,8,11.2
1420,treatment,1,3,6.2
1421,treatment,1,4,6.2
1422,treatment,1,4,5.2
1423,control,0,5,7
1424,treatment,1,8,9.2
1425,control,0,5,7
1426,control,0,9,11
1427,treatment,1,8,11.2
1428,treatment,1,2,3.2
1429,treatment,1,10,13.2
1430,treatment,1,7,9.2
1431,control,0,4,7
1432,control,0,2,4
1433,treatment,1,9,12.2
1434,control,0,7,8
1435,control,0,3,6
1436,control,0,9,10
1437,treatment,1,6,8.2
1438,control,0,9,10
1439,treatment,1,9,10.2
1440,control,0,8,9
1441,control,0,9,11
1442,treatment,1,6,9.2
1443,control,0,5,8
1444,control,0,2,4
1445,treatment,1,3,5.2
1446,treatment,1,6,8.2
1447,treatment,1,9,10.2
1448,control,0,9,10
1449,treatment,1,7,9.2
1450,treatment,1,7,8.2
1451,control,0,4,6
1452,treatment,1,11,12.2
1453,treatment,1,9,10.2
1454,treatment,1,4,5.2
1455,control,0,2,5
1456,control,0,4,7
1457,control,0,10,13
1458,control,0,2,4
1459,control,0,5,8
1460,treatment,1,7,9.2
1461,treatment,1,6,8.2
1462,treatment,1,7,10.2
1463,control,0,4,6
1464,treatment,1,8,9.2
1465,treatment,1,9,12.2
1466,control,0,6,7
1467,treatment,1,10,13.2
1468,control,0,6,9
1469,treatment,1,11,14.2
1470,treatment,1,2,3.2
1471,treatment,1,10,11.2
1472,treatment,1,3,5.2
1473,control,0,10,11
1474,control,0,5,8
1475,treatment,1,2,4.2
1476,control,0,9,10
1477,control,0,5,8
1478,control,0,8,11
1479,treatment,1,11,13.2
1480,treatment,1,2,5.2
1481,control,0,4,7
1482,control,0,10,13
1483,control,0,2,3
1484,control,0,6,8
1485,treatment,1,9,10.2
1486,control,0,7,8
1487,control,0,8,10
1488,treatment,1,4,7.2
1489,treatment,1,4,5.2
1490,treatment,1,9,12.2
1491,treatment,1,8,9.2
1492,control,0,3,4
1493,control,0,2,5
1494,control,0,6,7
1495,control,0,6,8
1496,treatment,1,8,11.2
1497,treatment,1,5,8.2
1498,control,0,8,10
1499,treatment,1,8,9.2
1500,treatment,1,3,6.2
1501,treatment,1,2,4.2
1502,treatment,1,9,10.2
1503,control,0,2,3
1504,treatment,1,11,12.2
1505,treatment,1,3,6.2
1506,control,0,2,5
1507,control,0,7,8
1508,control,0,8,11
1509,treatment,1,4,5.2
1510,control,0,2,3
1511,control,0,6,9
1512,control,0,10,11
1513,treatment,1,3,6.2
1514,treatment,1,6,7.2
1515,treatment,1,6,7.2
1516,treatment,1,2,5.2
1517,treatment,1,8,10.2
1518,treatment,1,9,12.2
1519,control,0,9,12
1520,control,0,7,9
1521,control,0,6,7
1522,treatment,1,2,4.2
1523,control,0,8,10
1524,treatment,1,7,8.2
1525,control,0,7,9
1526,treatment,1,2,5.2
1527,control,0,4,5
1528,control,0,5,6
1529,control,0,9,11
1530,control,0,1,4
1531,treatment,1,3,5.2
1532,control,0,1,4
1533,treatment,1,4,6.2
1534,treatment,1,6,9.2
1535,treatment,1,8,10.2
1536,control,0,4,7
1537,treatment,1,10,12.2
1538,treatment,1,8,10.2
1539,control,0,2,3
1540,treatment,1,5,7.2
1541,treatment,1,8,9.2
1542,treatment,1,6,7.2
1543,treatment,1,4,7.2
1544,control,0,9,11
1545,treatment,1,10,11.2
1546,treatment,1,10,11.2
1547,treatment,1,3,6.2
1548,control,0,2,3
1549,control,0,8,10
1550,control,0,5,8
1551,control,0,4,5
1552,treatment,1,2,4.2
1553,treatment,1,9,10.2
1554,treatment,1,3,6.2
1555,treatment,1,2,3.2
1556,treatment,1,11,14.2
1557,treatment,1,7,10.2
1558,treatment,1,9,10.2
1559,control,0,1,3
1560,treatment,1,9,10.2
1561,treatment,1,2,5.2
1562,treatment,1,6,9.2
1563,control,0,1,2
1564,treatment,1,11,14.2
1565,control,0,10,11
1566,treatment,1,9,12.2
1567,treatment,1,4,6.2
1568,treatment,1,2,3.2
1569,treatment,1,2,3.2
1570,control,0,1,4
1571,treatment,1,10,13.2
1572,treatment,1,5,7.2
1573,treatment,1,3,5.2
1574,treatment,1,10,13.2
1575,treatment,1,11,12.2
1576,treatment,1,3,4.2
1577,treatment,1,5,6.2
1578,treatment,1,10,13.2
1579,control,0,3,5
1580,control,0,1,2
1581,treatment,1,5,7.2
1582,control,0,7,9
1583,control,0,6,9
1584,control,0,8,10
1585,treatment,1,2,4.2
1586,control,0,9,10
1587,treatment,1,8,11.2
1588,control,0,9,10
1589,control,0,4,6
1590,control,0,10,11
1591,treatment,1,9,12.2
1592,control,0,9,10
1593,treatment,1,3,6.2
1594,treatment,1,4,5.2
1595,control,0,10,13
1596,treatment,1,9,11.2
1597,treatment,1,9,12.2
1598,treatment,1,4,6.2
1599,treatment,1,8,9.2
1600,treatment,1,9,12.2
1601,control,0,10,11
1602,treatment,1,3,4.2
1603,treatment,1,4,7.2
1604,treatment,1,11,14.2
1605,control,0,3,6
1606,treatment,1,8,9.2
1607,control,0,1,2
1608,treatment,1,11,14.2
1609,control,0,6,8
1610,treatment,1,10,11.2
1611,control,0,8,9
1612,control,0,8,9
1613,treatment,1,9,12.2
1614,treatment,1,11,13.2
1615,control,0,6,9
1616,treatment,1,7,8.2
1617,control,0,3,5
1618,treatment,1,6,8.2
1619,treatment,1,9,10.2
1620,treatment,1,11,12.2
1621,treatment,1,11,13.2
1622,control,0,1,2
1623,treatment,1,5,6.2
1624,control,0,5,6
1625,treatment,1,3,5.2
1626,treatment,1,2,5.2
1627,treatment,1,3,5.2
1628,treatment,1,7,10.2
1629,treatment,1,2,5.2
1630,treatment,1,9,12.2
1631,control,0,8,10
1632,control,0,9,11
1633,treatment,1,2,4.2
1634,treatment,1,5,8.2
1635,control,0,9,10
1636,treatment,1,10,11.2
1637,control,0,1,3
1638,control,0,6,7
1639,treatment,1,11,13.2
1640,control,0,10,13
1641,treatment,1,9,10.2
1642,control,0,6,7
1643,treatment,1,2,3.2
1644,control,0,6,7
1645,control,0,7,9
1646,control,0,8,11
1647,control,0,9,12
1648,control,0,8,10
1649,treatment,1,5,6.2
1650,control,0,5,8
1651,treatment,1,3,5.2
1652,control,0,4,6
1653,treatment,1,5,7.2
1654,treatment,1,11,14.2
1655,control,0,8,10
1656,treatment,1,6,9.2
1657,control,0,4,5
1658,control,0,9,10
1659,treatment,1,10,11.2
1660,control,0,9,12
1661,control,0,9,11
1662,control,0,3,4
1663,control,0,6,9
1664,control,0,10,12
1665,treatment,1,3,5.2
1666,treatment,1,3,5.2
1667,treatment,1,4,7.2
1668,control,0,8,10
1669,control,0,1,4
1670,treatment,1,7,9.2
1671,treatment,1,4,5.2
1672,treatment,1,2,3.2
1673,control,0,1,3
1674,control,0,9,12
1675,treatment,1,11,12.2
1676,control,0,8,10
1677,control,0,8,11
1678,treatment,1,11,12.2
1679,treatment,1,5,6.2
1680,treatment,1,11,14.2
1681,control,0,8,9
1682,treatment,1,4,5.2
1683,treatment,1,5,7.2
1684,treatment,1,5,8.2
1685,treatment,1,11,13.2
1686,control,0,7,9
1687,control,0,5,7
1688,control,0,3,6
1689,treatment,1,2,5.2
1690,treatment,1,3,5.2
1691,treatment,1,6,7.2
1692,treatment,1,7,9.2
1693,treatment,1,10,12.2
1694,control,0,4,7
1695,treatment,1,7,8.2
1696,control,0,10,12
1697,control,0,8,11
1698,treatment,1,5,6.2
1699,treatment,1,2,5.2
1700,treatment,1,9,11.2
1701,treatment,1,3,4.2
1702,control,0,6,9
1703,control,0,6,9
1704,treatment,1,9,12.2
1705,control,0,1,2
1706,treatment,1,11,13.2
1707,control,0,1,3
1708,control,0,8,9
1709,treatment,1,8,10.2
1710,treatment,1,8,11.2
1711,control,0,7,8
1712,treatment,1,7,8.2
1713,treatment,1,5,6.2
1714,treatment,1,7,9.2
1715,control,0,7,9
1716,control,0,9,10
1717,treatment,1,11,13.2
1718,control,0,7,8
1719,treatment,1,3,5.2
1720,treatment,1,5,6.2
1721,control,0,6,7
1722,treatment,1,7,9.2
1723,control,0,1,3
1724,control,0,1,2
1725,treatment,1,2,4.2
1726,treatment,1,3,4.2
1727,treatment,1,11,13.2
1728,treatment,1,5,7.2
1729,treatment,1,2,5.2
1730,treatment,1,7,9.2
1731,control,0,1,2
1732,control,0,6,7
1733,treatment,1,8,9.2
1734,treatment,1,11,12.2
1735,control,0,8,9
1736,control,0,4,5
1737,control,0,3,4
1738,treatment,1,9,11.2
1739,control,0,4,5
1740,control,0,7,9
1741,control,0,4,7
1742,control,0,5,6
1743,control,0,4,5
1744,treatment,1,2,5.2
1745,control,0,3,6
1746,treatment,1,9,12.2
1747,treatment,1,5,8.2
1748,treatment,1,7,9.2
1749,treatment,1,8,11.2
1750,control,0,9,10
1751,control,0,9,10
1752,treatment,1,7,8.2
1753,treatment,1,5,6.2
1754,control,0,7,8
1755,control,0,10,11
1756,treatment,1,3,4.2
1757,treatment,1,9,10.2
1758,treatment,1,10,13.2
1759,control,0,2,5
1760,control,0,1,2
1761,control,0,8,11
1762,treatment,1,7,9.2
1763,treatment,1,9,10.2
1764,treatment,1,11,14.2
1765,control,0,6,9
1766,treatment,1,3,6.2
1767,control,0,4,5
1768,treatment,1,5,7.2
1769,treatment,1,10,12.2
1770,control,0,2,5
1771,treatment,1,8,10.2
1772,control,0,2,3
1773,treatment,1,11,13.2
1774,treatment,1,4,6.2
1775,control,0,10,11
1776,treatment,1,3,6.2
1777,control,0,2,3
1778,control,0,7,10
1779,treatment,1,11,13.2
1780,control,0,9,11
1781,treatment,1,4,6.2
1782,control,0,5,6
1783,control,0,6,8
1784,treatment,1,3,5.2
1785,treatment,1,5,7.2
1786,treatment,1,11,12.2
1787,treatment,1,4,5.2
1788,treatment,1,9,12.2
1789,control,0,9,11
1790,control,0,8,9
1791,control,0,6,9
1792,treatment,1,4,6.2
1793,control,0,4,6
1794,control,0,9,12
1795,treatment,1,2,4.2
1796,treatment,1,8,9.2
1797,treatment,1,2,3.2
1798,treatment,1,4,7.2
1799,treatment,1,10,11.2
1800,control,0,6,9
1801,control,0,6,9
1802,treatment,1,8,9.2
1803,treatment,1,5,6.2
1804,control,0,10,11
1805,control,0,1,4
1806,treatment,1,11,13.2
1807,treatment,1,2,3.2
1808,treatment,1,4,5.2
1809,control,0,4,5
1810,control,0,6,8
1811,treatment,1,11,12.2
1812,treatment,1,2,4.2
1813,control,0,5,6
1814,control,0,7,10
1815,control,0,5,8
1816,control,0,7,10
1817,control,0,5,8
1818,treatment,1,2,3.2
1819,control,0,2,3
1820,control,0,7,9
1821,control,0,6,8
1822,control,0,2,4
1823,treatment,1,2,5.2
1824,control,0,3,6
1825,treatment,1,9,10.2
1826,control,0,10,11
1827,treatment,1,3,4.2
1828,control,0,4,6
1829,treatment,1,8,11.2
1830,control,0,10,13
1831,control,0,2,4
1832,control,0,8,10
1833,treatment,1,9,10.2
1834,control,0,6,7
1835,control,0,8,9
1836,treatment,1,8,10.2
1837,treatment,1,8,9.2
1838,control,0,7,10
1839,control,0,1,3
1840,control,0,4,7
1841,treatment,1,4,5.2
1842,control,0,1,3
1843,control,0,4,5
1844,control,0,2,3
1845,treatment,1,5,6.2
1846,control,0,3,5
1847,control,0,2,3
1848,control,0,4,7
1849,treatment,1,4,5.2
1850,control,0,10,11
1851,control,0,4,6
1852,control,0,5,8
1853,treatment,1,2,4.2
1854,control,0,7,8
1855,control,0,8,10
1856,treatment,1,5,6.2
1857,control,0,5,6
1858,control,0,1,4
1859,control,0,3,4
1860,control,0,1,3
1861,treatment,1,9,10.2
1862,control,0,10,12
1863,control,0,10,11
1864,treatment,1,2,5.2
1865,treatment,1,10,13.2
1866,treatment,1,3,4.2
1867,control,0,9,12
1868,control,0,6,8
1869,treatment,1,10,13.2
1870,treatment,1,11,12.2
1871,treatment,1,7,10.2
1872,control,0,3,4
1873,control,0,1,3
1874,treatment,1,2,3.2
1875,treatment,1,2,5.2
1876,treatment,1,4,7.2
1877,treatment,1,8,11.2
1878,treatment,1,9,10.2
1879,treatment,1,9,11.2
1880,control,0,9,11
1881,control,0,10,11
1882,treatment,1,8,11.2
1883,control,0,9,11
1884,treatment,1,9,10.2
1885,control,0,5,6
1886,control,0,9,10
1887,treatment,1,2,3.2
1888,control,0,5,7
1889,control,0,9,10
1890,control,0,2,4
1891,treatment,1,9,10.2
1892,treatment,1,5,7.2
1893,control,0,7,9
1894,control,0,4,6
1895,treatment,1,9,12.2
1896,treatment,1,8,11.2
1897,control,0,6,7
1898,control,0,9,12
1899,treatment,1,4,6.2
1900,control,0,9,10
1901,treatment,1,10,13.2
1902,control,0,3,4
1903,control,0,6,8
1904,treatment,1,9,10.2
1905,control,0,7,9
1906,control,0,10,13
1907,control,0,5,6
1908,treatment,1,9,12.2
1909,control,0,9,10
1910,treatment,1,6,7.2
1911,treatment,1,5,8.2
1912,control,0,3,4
1913,control,0,2,4
1914,control,0,5,7
1915,control,0,9,11
1916,control,0,3,5
1917,control,0,10,12
1918,control,0,2,4
1919,treatment,1,11,12.2
1920,control,0,1,4
1921,treatment,1,3,5.2
1922,treatment,1,6,8.2
1923,treatment,1,6,8.2
1924,treatment,1,2,5.2
1925,treatment,1,8,9.2
1926,control,0,4,7
1927,control,0,9,10
1928,treatment,1,7,9.2
1929,treatment,1,11,13.2
1930,treatment,1,6,7.2
1931,treatment,1,8,11.2
1932,treatment,1,8,10.2
1933,control,0,5,7
1934,treatment,1,8,11.2
1935,treatment,1,5,6.2
1936,control,0,7,9
1937,control,0,7,10
1938,control,0,6,8
1939,treatment,1,11,13.2
1940,control,0,8,9
1941,treatment,1,11,13.2
1942,treatment,1,4,5.2
1943,control,0,3,6
1944,treatment,1,6,7.2
1945,control,0,7,8
1946,control,0,3,6
1947,control,0,3,4
1948,control,0,6,8
1949,control,0,5,8
1950,treatment,1,6,7.2
1951,control,0,2,3
1952,treatment,1,2,4.2
1953,control,0,5,7
1954,treatment,1,2,5.2
1955,treatment,1,2,4.2
1956,control,0,8,10
1957,treatment,1,9,11.2
1958,treatment,1,9,11.2
1959,treatment,1,6,8.2
1960,treatment,1,10,12.2
1961,control,0,4,6
1962,treatment,1,5,6.2
1963,control,0,9,12
1964,treatment,1,10,13.2
1965,control,0,2,5
1966,control,0,5,7
1967,treatment,1,9,11.2
1968,treatment,1,8,10.2
1969,control,0,2,5
1970,control,0,10,12
1971,treatment,1,5,8.2
1972,control,0,2,5
1973,treatment,1,5,7.2
1974,treatment,1,11,14.2
1975,treatment,1,11,12.2
1976,control,0,3,5
1977,treatment,1,11,12.2
1978,control,0,7,9
1979,treatment,1,6,7.2
1980,treatment,1,10,11.2
1981,treatment,1,6,9.2
1982,control,0,2,4
1983,treatment,1,7,9.2
1984,control,0,3,4
1985,treatment,1,11,12.2
1986,control,0,4,7
1987,control,0,2,4
1988,treatment,1,5,6.2
1989,control,0,6,9
1990,control,0,6,7
1991,treatment,1,2,5.2
1992,control,0,5,8
1993,treatment,1,3,4.2
1994,control,0,10,13
1995,treatment,1,3,5.2
1996,treatment,1,2,3.2
1997,treatment,1,8,10.2
1998,treatment,1,4,7.2
1999,treatment,1,6,7.2
2000,control,0,2,4
2001,treatment,1,10,13.2
2002,treatment,1,3,6.2
2003,treatment,1,4,6.2
2004,treatment,1,6,7.2
2005,treatment,1,5,8.2
2006,control,0,5,7
2007,control,0,1,2
2008,control,0,8,10
2009,treatment,1,9,10.2
2010,control,0,1,2
2011,treatment,1,9,10.2
2012,control,0,1,3
2013,treatment,1,10,11.2
2014,control,0,1,3
2015,control,0,3,6
2016,treatment,1,9,11.2
2017,treatment,1,7,10.2
2018,treatment,1,4,7.2
2019,control,0,10,13
2020,treatment,1,9,11.2
2021,control,0,6,8
2022,control,0,5,8
2023,treatment,1,3,6.2
2024,treatment,1,4,7.2
2025,treatment,1,3,6.2
2026,control,0,9,10
2027,treatment,1,3,6.2
2028,treatment,1,6,9.2
2029,control,0,10,13
2030,treatment,1,10,13.2
2031,control,0,4,7
2032,control,0,3,5
2033,control,0,1,2
2034,treatment,1,8,11.2
2035,treatment,1,2,5.2
2036,treatment,1,11,14.2
2037,control,0,10,13
2038,control,0,7,8
2039,treatment,1,7,9.2
2040,control,0,2,3
2041,control,0,7,8
2042,control,0,6,9
2043,control,0,8,9
2044,control,0,6,8
2045,control,0,3,5
2046,treatment,1,11,13.2
2047,control,0,2,3
2048,control,0,3,4
2049,control,0,10,12
2050,control,0,6,8
2051,control,0,4,5
2052,treatment,1,6,8.2
2053,control,0,3,6
2054,treatment,1,6,9.2
2055,control,0,5,8
2056,treatment,1,8,9.2
2057,treatment,1,3,5.2
2058,control,0,6,8
2059,treatment,1,7,8.2
2060,control,0,2,4
2061,control,0,4,5
2062,treatment,1,7,10.2
2063,control,0,7,8
2064,control,0,9,12
2065,control,0,4,7
2066,control,0,3,6
2067,control,0,6,8
2068,treatment,1,7,9.2
2069,control,0,2,4
2070,treatment,1,10,12.2
2071,treatment,1,6,8.2
2072,control,0,5,8
2073,treatment,1,8,10.2
2074,treatment,1,2,3.2
2075,control,0,4,7
2076,control,0,10,12
2077,control,0,1,2
2078,treatment,1,6,8.2
2079,control,0,3,6
2080,control,0,8,9
2081,control,0,2,4
2082,treatment,1,9,12.2
2083,control,0,8,10
2084,control,0,6,8
2085,control,0,10,13
2086,control,0,5,8
2087,treatment,1,7,8.2
2088,control,0,1,4
2089,control,0,9,11
2090,treatment,1,3,4.2
2091,treatment,1,8,9.2
2092,control,0,4,5
2093,control,0,1,4
2094,treatment,1,4,5.2
2095,treatment,1,6,7.2
2096,treatment,1,6,8.2
2097,control,0,4,5
2098,treatment,1,8,10.2
2099,control,0,6,8
2100,treatment,1,5,8.2
2101,control,0,6,7
2102,control,0,5,7
2103,control,0,8,9
2104,control,0,7,10
2105,treatment,1,4,5.2
2106,treatment,1,2,5.2
2107,treatment,1,2,5.2
2108,control,0,6,9
2109,control,0,7,8
2110,treatment,1,4,7.2
2111,treatment,1,11,14.2
2112,control,0,1,2
2113,control,0,7,10
2114,control,0,4,6
2115,control,0,6,7
2116,control,0,10,12
2117,control,0,1,4
2118,control,0,8,9
2119,treatment,1,3,4.2
2120,treatment,1,7,8.2
2121,control,0,3,6
2122,treatment,1,5,8.2
2123,treatment,1,4,5.2
2124,treatment,1,2,5.2
2125,treatment,1,10,13.2
2126,control,0,6,7
2127,treatment,1,5,7.2
2128,treatment,1,9,11.2
2129,control,0,10,13
2130,control,0,9,12
2131,control,0,9,10
2132,control,0,9,10
2133,treatment,1,10,11.2
2134,control,0,9,11
2135,treatment,1,2,3.2
2136,treatment,1,2,3.2
2137,control,0,4,7
2138,treatment,1,10,13.2
2139,control,0,2,4
2140,treatment,1,8,11.2
2141,treatment,1,7,9.2
2142,treatment,1,8,10.2
2143,treatment,1,10,13.2
2144,treatment,1,8,11.2
2145,treatment,1,2,5.2
